Car Name,Location,Company Name,Make,Model,Color,Price,Manufacture Year,Link
Mercedes-Benz GLC-Class 2017 Black,"Lagos, Apapa",GRANT AUTO GROUP,Mercedes-Benz,GLC-Class,,"₦ 42,000,000",2017,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2017-black-ntI2rrfgIPhaJNIFVxa6BKRb.html?page=15&pos=16&cur_pos=16&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=329
Mercedes-Benz GLK-Class 350 4MATIC 2014 Black,"Lagos, Apapa",Luchy Cars,Mercedes-Benz,GLK-Class,,"₦ 23,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2014-black-7D4Gr89eSoDmKbSR6MVW3Ucm.html?page=15&pos=17&cur_pos=17&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=330
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Black,"Lagos, Amuwo-Odofin",ISGOD INT'L AUTOS,Mercedes-Benz,GLE-Class,,"₦ 38,000,000",2016,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gle-class-gle-350d-4matic-2016-black-aSP8qdwjkFzAI3JhFjNrs7FS.html?page=15&pos=18&cur_pos=18&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=331
Mercedes-Benz GLK-Class 350 4MATIC 2013 Gray,"Lagos, Amuwo-Odofin",williansmoses autos,Mercedes-Benz,GLK-Class,,"₦ 22,500,000",2013,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2013-gray-w2kXJRK8Ja20jM0p7SZpKslA.html?page=15&pos=19&cur_pos=19&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=332
Mercedes-Benz GLK-Class 350 2014 Gray,"Lagos, Apapa",Glorious Autos,Mercedes-Benz,GLK-Class,,"₦ 21,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-2014-gray-wHMyjBkTIdFQl2fI2PqSWpvY.html?page=15&pos=20&cur_pos=20&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=333
Mercedes-Benz E550 2010 Gray,"Lagos, Ikeja",HCS Autos,Mercedes-Benz,E550,Gray,"₦ 11,800,000",2010,https://jiji.ng/ikeja/cars/mercedes-benz-e550-2010-gray-3a9r2IxECloCKFRjS4Yl5cji.html?page=16&pos=1&cur_pos=1&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=334
Mercedes-Benz A-Class 2013 Red,"Lagos, Ikeja",Premium Car,Mercedes-Benz,A-Class,Red,"₦ 12,000,000",2013,https://jiji.ng/ikeja/cars/mercedes-benz-a-class-2013-red-znz9vq1wfODEPOaIMgRkONHa.html?page=16&pos=2&cur_pos=2&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=335
Mercedes-Benz M Class ML 350 4Matic 2007 Black,"Lagos, Ikeja",Premium Car,Mercedes-Benz,M Class,,"₦ 7,500,000",2007,https://jiji.ng/ikeja/cars/mercedes-benz-m-class-ml-350-4matic-2007-black-wQC81lQtC4hCpSH1xfQE04zN.html?page=16&pos=3&cur_pos=3&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=336
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Gold,"Lagos, Ikeja",RemmyMatics Autos,Mercedes-Benz,GLE-Class,,"₦ 97,000,000",2020,https://jiji.ng/ikeja/cars/mercedes-benz-gle-class-gle-350-4matic-2020-gold-k9rqrSe0AZ2j2O1UPB5aoh95.html?page=16&pos=4&cur_pos=4&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=337
Mercedes-Benz GLE-Class 2018 Black,"Lagos, Amuwo-Odofin",Jude investment ltd,Mercedes-Benz,GLE-Class,Black,"₦ 47,000,000",2018,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gle-class-2018-black-7DfyR5wdPrDBDQPrTOa98MfQ.html?page=16&pos=5&cur_pos=5&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=338
Mercedes-Benz GLE-Class GLE 350 2017 Black,"Lagos, Amuwo-Odofin",Tega..,Mercedes-Benz,GLE-Class,Black,"₦ 40,000,000",2017,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gle-class-gle-350-2017-black-wAOX0rCktlzaUEg6ZSGTValW.html?page=16&pos=6&cur_pos=6&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=339
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 Red,"Lagos, Amuwo-Odofin",Saviour Autos Mobile.,Mercedes-Benz,GLE-Class,,"₦ 38,480,000",2017,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gle-class-gle-350d-4matic-2017-red-2O2cb2wfx8xXhuFyOtFnQC4V.html?page=16&pos=7&cur_pos=7&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=340
Mercedes-Benz M Class 2009 Silver,"Lagos, Isolo",Henry's Autos,Mercedes-Benz,M Class,Silver,"₦ 11,000,000",2009,https://jiji.ng/isolo/cars/mercedes-benz-m-class-2009-silver-pauXnJOcHLK6aAtkj15FscSa.html?page=16&pos=8&cur_pos=8&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=341
Mercedes-Benz E350 2022 White,"Lagos, Victoria Island",Abolaji Oyebo,Mercedes-Benz,E350,White,"₦ 115,000,000",2022,https://jiji.ng/victoria-island/cars/mercedes-benz-e350-2022-white-hdc5f6UgPKczuh4CqejoQqno.html?page=16&pos=9&cur_pos=9&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=342
Mercedes-Benz GLC-Class 2017 Black,"Lagos, Lekki",Sylvester Hizeek,Mercedes-Benz,GLC-Class,Black,"₦ 38,700,000",2017,https://jiji.ng/lekki/cars/mercedes-benz-glc-class-2017-black-l8thaDbtn3Gj7YzNSxUFESvf.html?page=16&pos=10&cur_pos=10&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=343
Mercedes-Benz GLK-Class 350 4MATIC 2013 Red,"Lagos, Apapa",LINER LUXURY,Mercedes-Benz,GLK-Class,,"₦ 21,500,000",2013,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2013-red-5oGO9BoDv7wlrGjCArtLaQUA.html?page=16&pos=11&cur_pos=11&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=344
Mercedes-Benz GLC-Class 2018 Black,"Lagos, Lekki",Fiors Auto LTD,Mercedes-Benz,GLC-Class,Black,"₦ 43,000,000",2018,https://jiji.ng/lekki/cars/mercedes-benz-glc-class-2018-black-wPRc8ZiiyMz2ua7KFvWv9MnL.html?page=16&pos=12&cur_pos=12&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=345
Mercedes-Benz M Class 2014 Black,"Lagos, Apapa",ALEX AUTOS,Mercedes-Benz,M Class,,"₦ 29,500,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-black-zKQJAtJDMzkOH2bNl6zDpmpZ.html?page=16&pos=13&cur_pos=13&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=346
Mercedes-Benz GLK-Class 350 4MATIC 2012 Black,"Lagos, Apapa",TOSHIBA MOTORS,Mercedes-Benz,GLK-Class,,"₦ 16,800,000",2012,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2012-black-eRksEu1aUFu0nZFlg4VWNJ8Y.html?page=16&pos=14&cur_pos=14&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=347
Mercedes-Benz M Class 2014,"Lagos, Apapa",S-A SUPERBMAX AUTOS,Mercedes-Benz,M Class,,"₦ 25,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-3R7RcH6BmfeOfAwr6OqYcV3u.html?page=16&pos=15&cur_pos=15&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=348
Mercedes-Benz GLK-Class 350 4MATIC 2013 Black,"Lagos, Ikeja",goodness & mercy cars ltd.,Mercedes-Benz,GLK-Class,,"₦ 26,100,000",2013,https://jiji.ng/ikeja/cars/mercedes-benz-glk-class-350-4matic-2013-black-rz9cSvVo4RbPbL9zhn4oSrsg.html?page=16&pos=16&cur_pos=16&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=349
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 Gray,"Lagos, Apapa",The_Apostles_Autos,Mercedes-Benz,GLE-Class,,"₦ 43,500,000",2017,https://jiji.ng/apapa/cars/mercedes-benz-gle-class-gle-350d-4matic-2017-gray-kuoAYJ8E9A4s6jd1iDcfn4PY.html?page=16&pos=17&cur_pos=17&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=350
Mercedes-Benz GLK-Class 350 4MATIC 2014 White,"Lagos, Amuwo-Odofin",Peak Autos SYNERGY,Mercedes-Benz,GLK-Class,,"₦ 25,000,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2014-white-np059SXs01wgoiOzCmy6FTpp.html?page=16&pos=18&cur_pos=18&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=351
Mercedes-Benz GLA 250 2016 Black,"Lagos, Ikeja",Boss Automobile,Mercedes-Benz,GLA 250,Black,"₦ 29,000,000",2016,https://jiji.ng/ikeja/cars/mercedes-benz-gla-250-2016-black-5qW9Ayi3CezfUWfL4Kr2ONRg.html?page=16&pos=19&cur_pos=19&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=352
Mercedes-Benz M Class ML 350 4Matic 2012 Gray,"Lagos, Apapa",LINER LUXURY,Mercedes-Benz,M Class,,"₦ 24,000,000",2012,https://jiji.ng/apapa/cars/mercedes-benz-m-class-ml-350-4matic-2012-gray-397m216nvFIMsCJr66zX5CHV.html?page=16&pos=20&cur_pos=20&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=353
Mercedes-Benz M Class 2014 White,"Lagos, Magodo",Haybpheez Global Resources,Mercedes-Benz,M Class,,"₦ 26,000,000",2014,https://jiji.ng/magodo/cars/mercedes-benz-m-class-2014-white-5osyeZr4iDDq0xWzJBGgkwpE.html?page=16&pos=21&cur_pos=21&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=354
Mercedes-Benz M Class ML 350 4Matic 2012 Brown,"Lagos, Lekki",Francis Aladi,Mercedes-Benz,M Class,,"₦ 28,000,000",2012,https://jiji.ng/lekki/cars/mercedes-benz-m-class-ml-350-4matic-2012-brown-irI8Qps0jBCwLEbTE6Jxna3N.html?page=16&pos=22&cur_pos=22&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=355
Mercedes-Benz M Class 2014 Blue,"Lagos, Apapa",Country Cars,Mercedes-Benz,M Class,,"₦ 32,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-blue-leouFsvaGN5f67GiWNs9pFFH.html?page=16&pos=23&cur_pos=23&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=356
Mercedes-Benz E350 2016 Black,"Lagos, Ikeja",Premium Car,Mercedes-Benz,E350,,"₦ 24,000,000",2016,https://jiji.ng/ikeja/cars/mercedes-benz-e350-2016-black-Vlw5CM6f4SHOFhyctAOWDWq.html?page=17&pos=1&cur_pos=1&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=357
Mercedes-Benz GLB-Class GLB 250 4MATIC 2021 Black,"Lagos, Ikeja",Premium Car,Mercedes-Benz,GLB-Class,,"₦ 85,000,000",2021,https://jiji.ng/ikeja/cars/mercedes-benz-glb-class-glb-250-4matic-2021-black-w9s0RpOZizs2peNDuZH7lP0p.html?page=17&pos=2&cur_pos=2&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=358
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Silver,"Lagos, Ikeja",Laright Motorz,Mercedes-Benz,GLE-Class,,"₦ 97,000,000",2020,https://jiji.ng/ikeja/cars/mercedes-benz-gle-class-gle-350-4matic-2020-silver-qih2dTkUioZTkDY9qs0SWw31.html?page=17&pos=3&cur_pos=3&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=359
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 White,"Lagos, Lekki",Frank Exotic Autos,Mercedes-Benz,GLE-Class,,"₦ 77,200,000",2017,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-amg-gle-43-4matic-2017-white-kFNhcjFuwgKpUbQfrWn4uE15.html?page=17&pos=4&cur_pos=4&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=360
Mercedes-Benz GLE-Class 2018 Silver,"Lagos, Lekki",Carmodidi Autos Africa,Mercedes-Benz,GLE-Class,Silver,"₦ 46,000,000",2018,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-2018-silver-8KCYD76B72gM42gpnH15np8P.html?page=17&pos=5&cur_pos=5&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=361
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Blue,"Lagos, Lekki",Kene Okolo,Mercedes-Benz,GLE-Class,,"₦ 87,000,000",2020,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-gle-350-4matic-2020-blue-zPD9FW4ESvhjwbCT4UHf6G9K.html?page=17&pos=6&cur_pos=6&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=362
Mercedes-Benz GLE-Class GLE 350 2016 Black,"Lagos, Ikeja",Greenhorse auto,Mercedes-Benz,GLE-Class,Black,"₦ 42,500,000",2016,https://jiji.ng/ikeja/cars/mercedes-benz-gle-class-gle-350-2016-black-hTCEIWzvV46pjFsrJD7FHttg.html?page=17&pos=7&cur_pos=7&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=363
Mercedes-Benz M Class 2015 White,"Lagos, Ikeja",Dan Patayaki,Mercedes-Benz,M Class,White,"₦ 27,500,000",2015,https://jiji.ng/ikeja/cars/mercedes-benz-m-class-2015-white-6Bz1CSLDVmrQ3oLEsT7fZx86.html?page=17&pos=8&cur_pos=8&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=364
Mercedes-Benz M Class 2015 Gray,"Lagos, Amuwo-Odofin",Emmafynchik global ventures,Mercedes-Benz,M Class,,"₦ 31,500,000",2015,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2015-gray-tPmBndqPywRBtjFieWx0z66Q.html?page=17&pos=9&cur_pos=9&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=365
Mercedes-Benz M Class 2014 White,"Lagos, Amuwo-Odofin",Moving Train Automobiles Ltd,Mercedes-Benz,M Class,,"₦ 25,000,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2014-white-7K8sPuBApzDLrxKZQxQtwxvC.html?page=17&pos=10&cur_pos=10&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=366
Mercedes-Benz GLK-Class 2015 Gray,"Lagos, Apapa",JayMax Automobiles Limited,Mercedes-Benz,GLK-Class,,"₦ 19,000,000",2015,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-2015-gray-iqulkj2Z8tXL6ZO5aa9rizvT.html?page=17&pos=11&cur_pos=11&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=367
Mercedes-Benz M Class 2015 Black,"Lagos, Apapa",CENTENSE GLOBAL ENT.,Mercedes-Benz,M Class,,"₦ 26,500,000",2015,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2015-black-jHKAWsXUlP4UqNwRBesOpz84.html?page=17&pos=12&cur_pos=12&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=368
Mercedes-Benz M Class 2014 White,"Lagos, Apapa",Amechi Nnamdi Amechi,Mercedes-Benz,M Class,,"₦ 26,500,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-white-5jpLZhd2WYyJgcTloFEnys7c.html?page=17&pos=13&cur_pos=13&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=369
Mercedes-Benz M Class 2014 White,"Lagos, Amuwo-Odofin",Unique A,Mercedes-Benz,M Class,,"₦ 29,000,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2014-white-xoLyGJU1RV4kGJ0dQqbNbL3c.html?page=17&pos=14&cur_pos=14&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=370
Mercedes-Benz GLA 250 2019 Black,"Lagos, Amuwo-Odofin",williansmoses autos,Mercedes-Benz,GLA 250,Black,"₦ 42,000,000",2019,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gla-250-2019-black-BYMWj0PfEu35tqo6Bg2VZUUr.html?page=17&pos=15&cur_pos=15&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=371
Mercedes-Benz GLC-Class 2016 Silver,"Lagos, Lekki",IIL Automobiles,Mercedes-Benz,GLC-Class,Silver,"₦ 39,000,000",2016,https://jiji.ng/lekki/cars/mercedes-benz-glc-class-2016-silver-8XPeyWsK8WMGftbACsJmbVif.html?page=17&pos=16&cur_pos=16&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=372
Mercedes-Benz M Class 2015 Gray,"Lagos, Apapa",GATEWAY,Mercedes-Benz,M Class,,"₦ 31,000,000",2015,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2015-gray-mIamTSKtC9QuvBKvzC44rOzJ.html?page=17&pos=17&cur_pos=17&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=373
Mercedes-Benz M Class 2014 White,"Lagos, Amuwo-Odofin",DC AUTOS,Mercedes-Benz,M Class,White,"₦ 31,000,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2014-white-doKq2puiiSnooa6zY3TKwapL.html?page=17&pos=18&cur_pos=18&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=374
Mercedes-Benz GLC-Class 2016 Gray,"Lagos, Apapa",Country Cars,Mercedes-Benz,GLC-Class,,"₦ 43,000,000",2016,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2016-gray-r0ZneHQOmNx6DsTNjlO3yhLI.html?page=17&pos=19&cur_pos=19&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=375
Mercedes-Benz M Class 2014 Gray,"Lagos, Apapa",Chukwu Ebuka Motors,Mercedes-Benz,M Class,,"₦ 26,500,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-gray-CaAecso8CB6H2XrIqvfvyAub.html?page=17&pos=20&cur_pos=20&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=376
Mercedes-Benz M Class 2014 Black,"Lagos, Amuwo-Odofin",Kelechi Automobile Nig. Ltd.,Mercedes-Benz,M Class,,"₦ 29,000,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2014-black-iMvv72Iir1i6KmttoGO4jkTj.html?page=17&pos=21&cur_pos=21&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=377
Mercedes-Benz GLE-Class GLE 350 2017 Black,"Lagos, Magodo",Bubu Auto,Mercedes-Benz,GLE-Class,Black,"₦ 40,500,000",2017,https://jiji.ng/magodo/cars/mercedes-benz-gle-class-gle-350-2017-black-BGjap8EWUQxo3MODVZCtEL2d.html?page=17&pos=22&cur_pos=22&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=378
Mercedes-Benz GLC-Class 2018 Black,"Lagos, Surulere",Desmond Auto,Mercedes-Benz,GLC-Class,Black,"₦ 49,850,000",2018,https://jiji.ng/surulere/cars/mercedes-benz-glc-class-2018-black-f8PjhToXjjJMZUqPTgPeOZOd.html?page=17&pos=23&cur_pos=23&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=379
Mercedes-Benz GLA 250 2016 Black,"Lagos, Ikeja",Laright Motorz,Mercedes-Benz,GLA 250,Black,"₦ 26,000,000",2016,https://jiji.ng/ikeja/cars/mercedes-benz-gla-250-2016-black-BLGMVGbUuWAg0AYofIUxzUUw.html?page=18&pos=1&cur_pos=1&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=380
Mercedes-Benz C300 2015 Gray,"Lagos, Ikeja",Premium Car,Mercedes-Benz,C300,Gray,"₦ 23,500,000",2015,https://jiji.ng/ikeja/cars/mercedes-benz-c300-2015-gray-xb6QcCBAxVOEvaKCrLIFh8TJ.html?page=18&pos=2&cur_pos=2&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=381
Mercedes-Benz GL-Class 2013 White,"Lagos, Ikeja",Premium Car,Mercedes-Benz,GL-Class,White,"₦ 18,500,000",2013,https://jiji.ng/ikeja/cars/mercedes-benz-gl-class-2013-white-bylkvYad9WFY5BYZtUsc8eUa.html?page=18&pos=3&cur_pos=3&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=382
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 Gray,"Lagos, Ikeja",MICH AUTO CARES,Mercedes-Benz,GLE-Class,,"₦ 64,000,000",2017,https://jiji.ng/ikeja/cars/mercedes-benz-gle-class-amg-gle-43-4matic-2017-gray-rh33Nih3DJtw32BpjCWkCHXm.html?page=18&pos=4&cur_pos=4&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=383
Mercedes-Benz GLE-Class GLE 450 4MATIC 2021 Black,"Lagos, Ikeja",RemmyMatics Autos,Mercedes-Benz,GLE-Class,,"₦ 99,000,000",2021,https://jiji.ng/ikeja/cars/mercedes-benz-gle-class-gle-450-4matic-2021-black-kyTKWmswydQjJuMDv4TaRVNl.html?page=18&pos=5&cur_pos=5&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=384
Mercedes-Benz GLE-Class GLE 350 2016 Black,"Lagos, Lekki",Sunsem Auto,Mercedes-Benz,GLE-Class,Black,"₦ 30,500,000",2016,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-gle-350-2016-black-yuf1vVyXeK4aNKWI4PzmP2Sd.html?page=18&pos=6&cur_pos=6&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=385
Mercedes-Benz M Class ML 350 4Matic 2012 Gold,"Lagos, Lekki",K15th Automobiles,Mercedes-Benz,M Class,,"₦ 27,600,000",2012,https://jiji.ng/lekki/cars/mercedes-benz-m-class-ml-350-4matic-2012-gold-BLEnvfvjoLKiCy911F3ff43Q.html?page=18&pos=7&cur_pos=7&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=386
Mercedes-Benz C280 2006 Black,"Lagos, Kosofe",Olamighty Lugard V,Mercedes-Benz,C280,Black,"₦ 6,200,000",2006,https://jiji.ng/kosofe/cars/mercedes-benz-c280-2006-black-tDBQxa3o2fcJSM0sVCkP8xS6.html?page=18&pos=8&cur_pos=8&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=387
Mercedes-Benz GLK-Class 350 2010 Blue,"Lagos, Alimosho",Magautos (Mainland Auto Giant),Mercedes-Benz,GLK-Class,,"₦ 16,500,000",2010,https://jiji.ng/alimosho/cars/mercedes-benz-glk-class-350-2010-blue-A7pX08cRxUTFC8KJ9xpvJH5G.html?page=18&pos=9&cur_pos=9&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=388
Mercedes-Benz M Class 2014 Black,"Lagos, Amuwo-Odofin",Chuks Deboy,Mercedes-Benz,M Class,,"₦ 24,500,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2014-black-uINimwbtGBaQK6JxtvbZF8S7.html?page=18&pos=10&cur_pos=10&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=389
Mercedes-Benz M Class 2014 Black,"Lagos, Apapa",EXPRESS AUTOS,Mercedes-Benz,M Class,Black,"₦ 29,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-black-uzYi6lpiobQ16D2aBR95NGNr.html?page=18&pos=11&cur_pos=11&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=390
Mercedes-Benz GLK-Class 350 4MATIC 2012 Black,"Lagos, Apapa",Divine Star Global Link,Mercedes-Benz,GLK-Class,,"₦ 17,000,000",2012,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2012-black-rlTdFkPNr5a15ebQ87fIq6sa.html?page=18&pos=12&cur_pos=12&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=391
Mercedes-Benz GLK-Class 350 4MATIC 2011 Blue,"Lagos, Apapa",God is good autos ltd,Mercedes-Benz,GLK-Class,,"₦ 17,500,000",2011,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2011-blue-yp8OubMO82bdww9KUPdnjJyw.html?page=18&pos=13&cur_pos=13&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=392
Mercedes-Benz M Class ML 350 4Matic 2013 Black,"Lagos, Ojodu",Kehinde Kelvin,Mercedes-Benz,M Class,,"₦ 26,950,000",2013,https://jiji.ng/ojodu/cars/mercedes-benz-m-class-ml-350-4matic-2013-black-BMcGA0S5bIGeOx3SNwf7Cr3N.html?page=18&pos=14&cur_pos=14&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=393
Mercedes-Benz M Class 2014 White,"Lagos, Amuwo-Odofin",simple autos,Mercedes-Benz,M Class,,"₦ 28,500,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2014-white-n4iGoknxkdZO2mcxy2vhtKR3.html?page=18&pos=15&cur_pos=15&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=394
Mercedes-Benz M Class ML 350 4Matic 2013 Gray,"Lagos, Apapa",Glorious Autos,Mercedes-Benz,M Class,,"₦ 27,000,000",2013,https://jiji.ng/apapa/cars/mercedes-benz-m-class-ml-350-4matic-2013-gray-cITjE4a7LYIsNyxgmhg2nPUL.html?page=18&pos=16&cur_pos=16&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=395
